q,schedule,passenger_entered,passenger_exited,trams_too_late_cs,trams_too_late_pr, %trams_late_PR>1,%trams_lateCS>1,trams_too_early_cs,trams_too_early_pr,AVG_passenger_waiting_time,peak_tram_freq,offpeak_tram_freq,average_tramqueue_time_P+R De Uithof,average_tramqueue_time_WKZ,average_tramqueue_time_UMC,average_tramqueue_time_Heidelberglaan,average_tramqueue_time_Padualaan,average_tramqueue_time_Kromme Rijn,average_tramqueue_time_Galgenwaard,average_tramqueue_time_Vaartsche Rijn,average_tramqueue_time_Centraal Station,average_tramqueue_time_Vaartsche Rijn 2,average_tramqueue_time_Galgenwaard 2,average_tramqueue_time_Kromme Rijn 2,average_tramqueue_time_Padualaan 2,average_tramqueue_time_Heidelberglaan 2,average_tramqueue_time_UMC 2,average_tramqueue_time_WKZ 2,max_tramqueue_time_P+R De Uithof,max_tramqueue_time_WKZ,max_tramqueue_time_UMC,max_tramqueue_time_Heidelberglaan,max_tramqueue_time_Padualaan,max_tramqueue_time_Kromme Rijn,max_tramqueue_time_Galgenwaard,max_tramqueue_time_Vaartsche Rijn,max_tramqueue_time_Centraal Station,max_tramqueue_time_Vaartsche Rijn 2,max_tramqueue_time_Galgenwaard 2,max_tramqueue_time_Kromme Rijn 2,max_tramqueue_time_Padualaan 2,max_tramqueue_time_Heidelberglaan 2,max_tramqueue_time_UMC 2,max_tramqueue_time_WKZ 2
180,1,44940,44940,95,7,0.0,6.6115702479338845,0,0,190.69477458867843,420,720,49,0,0,0,0,1,23,0,22,0,0,0,0,0,0,0,252,0,0,0,0,1,23,0,86,0,0,0,0,0,0,0
180,1,45028,45028,90,7,0.0,1.6528925619834711,0,0,187.71308102793003,420,720,60,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0
180,1,45478,45478,96,5,0.8264462809917356,4.958677685950414,0,0,194.27150967530062,420,720,45,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0
180,1,44071,44071,95,8,0.8264462809917356,3.3057851239669422,0,0,179.58478090008913,420,720,53,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,217,0,0,0,0,0,0,2,78,0,0,0,0,0,0,0
180,1,44490,44490,96,6,0.8264462809917356,3.3057851239669422,0,0,178.4132063520681,420,720,55,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0
180,1,44869,44869,90,6,0.0,2.479338842975207,0,0,195.42912506806104,420,720,49,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0
180,1,44461,44461,94,9,0.0,4.132231404958678,0,0,187.01537443550507,420,720,43,0,0,0,0,0,0,10,25,0,0,0,0,0,0,0,235,0,0,0,0,0,0,10,77,0,0,0,0,0,0,0
180,1,44589,44589,92,5,0.0,2.479338842975207,0,0,185.52929406577923,420,720,45,0,0,14,1,19,0,53,22,0,0,0,0,0,0,0,189,0,0,14,1,19,0,53,58,0,0,0,0,0,0,0
180,1,45566,45566,89,9,0.0,4.958677685950414,0,0,193.33391334444605,420,720,44,0,0,0,0,0,0,39,25,0,0,0,0,0,10,8,211,0,0,0,0,0,0,39,77,0,0,0,0,0,10,8
180,1,44172,44172,96,9,0.0,6.6115702479338845,0,0,172.05998113485705,420,720,40,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0
180,1,45338,45338,91,6,0.0,3.3057851239669422,0,0,183.51492771043192,420,720,48,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0
180,1,45192,45192,90,8,0.0,4.958677685950414,0,0,188.1790579300856,420,720,44,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0
180,1,44561,44561,93,13,0.8264462809917356,3.3057851239669422,0,0,176.39648759931202,420,720,39,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0
180,1,45240,45240,87,7,0.0,2.479338842975207,0,0,188.8082859841503,420,720,47,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0
180,1,44368,44368,90,9,0.8264462809917356,4.132231404958678,0,0,180.33052597769048,420,720,31,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
180,1,45125,45125,94,6,0.8264462809917356,4.132231404958678,0,0,191.47215268259976,420,720,39,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0
180,1,44719,44719,94,3,0.0,4.958677685950414,0,0,185.52060299003162,420,720,34,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0
180,1,44749,44749,89,10,0.0,2.479338842975207,0,0,184.07224168548254,420,720,52,0,0,0,0,0,0,0,24,0,35,2,0,9,0,13,213,0,0,0,0,0,0,0,109,0,35,2,0,9,0,13
