q,schedule,passenger_entered,passenger_exited,trams_too_late_cs,trams_too_late_pr, %trams_late_PR>1,%trams_lateCS>1,trams_too_early_cs,trams_too_early_pr,AVG_passenger_waiting_time,peak_tram_freq,offpeak_tram_freq,average_tramqueue_time_P+R De Uithof,average_tramqueue_time_WKZ,average_tramqueue_time_UMC,average_tramqueue_time_Heidelberglaan,average_tramqueue_time_Padualaan,average_tramqueue_time_Kromme Rijn,average_tramqueue_time_Galgenwaard,average_tramqueue_time_Vaartsche Rijn,average_tramqueue_time_Centraal Station,average_tramqueue_time_Vaartsche Rijn 2,average_tramqueue_time_Galgenwaard 2,average_tramqueue_time_Kromme Rijn 2,average_tramqueue_time_Padualaan 2,average_tramqueue_time_Heidelberglaan 2,average_tramqueue_time_UMC 2,average_tramqueue_time_WKZ 2,max_tramqueue_time_P+R De Uithof,max_tramqueue_time_WKZ,max_tramqueue_time_UMC,max_tramqueue_time_Heidelberglaan,max_tramqueue_time_Padualaan,max_tramqueue_time_Kromme Rijn,max_tramqueue_time_Galgenwaard,max_tramqueue_time_Vaartsche Rijn,max_tramqueue_time_Centraal Station,max_tramqueue_time_Vaartsche Rijn 2,max_tramqueue_time_Galgenwaard 2,max_tramqueue_time_Kromme Rijn 2,max_tramqueue_time_Padualaan 2,max_tramqueue_time_Heidelberglaan 2,max_tramqueue_time_UMC 2,max_tramqueue_time_WKZ 2
180,1,46046,46046,119,9,0.0,2.898550724637681,0,0,158.63792906350687,360,720,43,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0
180,1,45750,45750,112,10,0.0,5.072463768115942,0,0,149.72350565453485,360,720,66,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0
180,1,45718,45718,119,16,0.7246376811594203,3.6231884057971016,0,0,146.9764628968971,360,720,48,0,0,0,0,0,0,13,23,0,0,0,0,5,0,23,217,0,0,0,0,0,0,13,63,0,0,0,0,5,0,23
180,1,44710,44710,124,11,0.7246376811594203,10.144927536231885,0,0,140.40794482515466,360,720,54,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0
180,1,45273,45273,122,9,0.7246376811594203,6.521739130434782,0,0,146.00907484723942,360,720,62,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0
180,1,46105,46105,114,6,0.0,3.6231884057971016,0,0,152.3599891724989,360,720,86,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0
180,1,46169,46169,113,6,0.0,4.3478260869565215,0,0,161.05413779686054,360,720,58,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0
180,1,45767,45767,120,6,0.0,5.072463768115942,0,0,142.1683814666797,360,720,81,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0
180,1,45080,45080,122,11,0.7246376811594203,5.797101449275362,0,0,144.1437532737059,360,720,54,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0
180,1,45748,45748,117,5,0.7246376811594203,2.1739130434782608,0,0,151.05206786436997,360,720,75,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0
180,1,45682,45682,115,4,0.0,5.072463768115942,0,0,150.32154462348504,360,720,60,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0
180,1,45161,45161,116,6,0.0,3.6231884057971016,0,0,151.61748064781267,360,720,59,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0
180,1,45713,45713,123,7,0.0,2.1739130434782608,0,0,152.74711278934336,360,720,59,0,0,0,13,0,0,0,24,0,0,0,0,24,0,0,301,0,0,0,13,0,0,0,60,0,0,0,0,24,0,0
180,1,45372,45372,126,12,0.7246376811594203,6.521739130434782,0,0,142.17502934208224,360,720,51,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0
180,1,46029,46029,115,6,0.7246376811594203,4.3478260869565215,0,0,149.29705642127615,360,720,72,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0
180,1,45605,45605,116,4,0.0,6.521739130434782,0,0,146.8312564329048,360,720,55,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0
180,1,46079,46079,116,8,0.0,1.4492753623188406,0,0,149.21228888022472,360,720,59,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0
180,1,45871,45871,120,9,1.4492753623188406,7.246376811594203,0,0,146.7520045468247,360,720,70,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0
180,1,45952,45952,115,6,0.0,4.3478260869565215,0,0,152.37938457469244,360,720,60,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0
