q,schedule,passenger_entered,passenger_exited,trams_too_late_cs,trams_too_late_pr, %trams_late_PR>1,%trams_lateCS>1,trams_too_early_cs,trams_too_early_pr,AVG_passenger_waiting_time,peak_tram_freq,offpeak_tram_freq,average_tramqueue_time_P+R De Uithof,average_tramqueue_time_WKZ,average_tramqueue_time_UMC,average_tramqueue_time_Heidelberglaan,average_tramqueue_time_Padualaan,average_tramqueue_time_Kromme Rijn,average_tramqueue_time_Galgenwaard,average_tramqueue_time_Vaartsche Rijn,average_tramqueue_time_Centraal Station,average_tramqueue_time_Vaartsche Rijn 2,average_tramqueue_time_Galgenwaard 2,average_tramqueue_time_Kromme Rijn 2,average_tramqueue_time_Padualaan 2,average_tramqueue_time_Heidelberglaan 2,average_tramqueue_time_UMC 2,average_tramqueue_time_WKZ 2,max_tramqueue_time_P+R De Uithof,max_tramqueue_time_WKZ,max_tramqueue_time_UMC,max_tramqueue_time_Heidelberglaan,max_tramqueue_time_Padualaan,max_tramqueue_time_Kromme Rijn,max_tramqueue_time_Galgenwaard,max_tramqueue_time_Vaartsche Rijn,max_tramqueue_time_Centraal Station,max_tramqueue_time_Vaartsche Rijn 2,max_tramqueue_time_Galgenwaard 2,max_tramqueue_time_Kromme Rijn 2,max_tramqueue_time_Padualaan 2,max_tramqueue_time_Heidelberglaan 2,max_tramqueue_time_UMC 2,max_tramqueue_time_WKZ 2
180,1,164880,164875,195,198,51.010101010101,66.66666666666666,0,0,3904.252180373605,240,720,28,27,26,26,36,1,38,55,32,67,34,17,14,14,14,12,261,58,126,146,72,1,38,157,287,259,106,32,32,41,24,23
180,1,164810,164805,195,197,41.91919191919192,52.52525252525253,0,0,3975.7025696256296,240,720,34,20,19,40,51,32,0,30,32,44,43,17,22,26,14,20,271,33,46,77,51,32,0,83,184,112,76,30,53,72,59,59
180,1,164802,164796,193,198,55.05050505050505,66.66666666666666,0,0,3899.1873520952417,240,720,32,33,23,41,65,9,10,37,33,42,34,8,17,14,14,18,334,74,58,114,137,19,18,117,305,132,109,26,43,37,62,33
180,1,164850,164843,192,198,61.111111111111114,72.22222222222221,0,0,3777.9365756748557,240,720,26,41,37,20,42,12,1,51,32,80,40,14,18,17,27,21,196,117,125,64,70,13,3,160,252,197,77,40,34,40,84,70
180,1,164861,164855,192,196,55.55555555555556,64.14141414141415,0,0,3926.9532788227657,240,720,30,28,34,24,40,14,7,46,30,53,24,14,18,14,25,15,319,101,92,116,158,14,7,148,141,181,38,53,43,105,95,32
180,1,164875,164869,194,197,63.63636363636363,71.71717171717171,0,0,4074.717540561031,240,720,27,38,31,17,44,5,3,45,39,34,46,11,23,29,20,17,204,140,114,48,89,5,6,133,666,124,126,26,86,72,76,54
180,1,164872,164866,195,198,54.04040404040404,68.68686868686868,0,0,3789.111116502499,240,720,22,9,37,42,141,5,6,39,34,89,33,11,18,12,17,14,89,42,95,184,314,15,19,140,346,449,85,31,69,42,59,45
180,1,164910,164904,192,196,54.04040404040404,67.17171717171718,0,0,3974.156427748469,240,720,26,25,30,35,74,5,2,45,34,45,41,14,14,17,19,21,96,74,84,100,135,9,2,128,259,124,120,25,59,50,35,54
180,1,164793,164786,196,195,46.464646464646464,57.07070707070707,0,0,3913.0954864587693,240,720,31,16,18,22,12,0,6,58,31,58,40,20,18,9,18,18,213,39,53,72,17,0,6,161,160,151,125,39,34,25,54,40
180,1,164905,164891,195,197,46.96969696969697,58.58585858585859,0,0,3846.6706497680484,240,720,33,70,29,21,18,0,3,37,35,39,47,5,18,15,16,14,232,172,174,113,32,0,3,111,314,131,95,8,57,39,42,35
180,1,164810,164806,194,197,46.464646464646464,56.56565656565656,0,0,3867.9135185971727,240,720,31,20,20,17,54,27,0,61,35,46,45,12,15,12,20,20,205,61,61,69,176,27,0,171,296,147,92,38,29,26,57,51
180,1,164865,164858,196,196,44.44444444444444,56.060606060606055,0,0,3755.499232705547,240,720,27,35,22,18,90,0,0,45,29,67,44,11,14,7,11,12,160,35,42,33,241,0,0,108,173,249,110,26,24,24,25,29
180,1,164844,164838,193,196,39.39393939393939,55.55555555555556,0,0,3879.7512860644,240,720,25,23,28,23,74,15,2,47,32,54,29,12,25,6,16,14,155,99,68,56,183,15,3,170,299,147,86,23,68,27,22,49
180,1,164779,164774,196,196,52.52525252525253,60.60606060606061,0,0,4121.932448916427,240,720,31,26,27,34,58,8,3,56,32,39,48,14,23,19,12,15,281,53,73,146,172,20,8,170,333,88,123,31,94,33,45,54
180,1,164818,164813,195,196,64.64646464646465,75.25252525252525,0,0,4035.7272567316677,240,720,25,27,30,47,99,4,9,42,40,54,22,11,19,20,24,15,173,121,125,220,281,5,16,93,443,234,54,25,48,69,57,33
180,1,164889,164883,192,194,48.98989898989899,57.07070707070707,0,0,3819.53400772641,240,720,29,11,17,25,38,4,14,34,31,76,40,15,26,17,23,8,275,20,54,99,106,4,14,92,307,193,132,28,84,33,44,22
